VentaID,LineaID,FechaVenta,ProductoID,TiendaID,ClienteID,CanalID,EmpleadoID,MetodoPagoID,Cantidad,PrecioUnitario,CostoUnitario
V00382,2,14/10/2024,P100,T001,C0044,CH02,E000,MP02,4,502.98,267.22
V00382,3,14/10/2024,P083,T010,C0781,CH02,E000,MP02,1,75.6,47.13
V00383,1,07/12/2023,P012,T013,C0708,CH01,E059,MP02,4,169.56,87.7
V00383,2,07/12/2023,P106,T005,C0395,CH01,E070,MP02,4,173.9,73.33
V00384,1,18/11/2025,P002,T010,C0046,CH02,E000,MP02,10,120.37,63.87
V00385,1,17/07/2025,P143,T005,C0304,CH02,E000,MP03,9,210.88,87.85
V00385,2,17/07/2025,P115,T005,C0044,CH02,E000,MP03,9,317.09,261.74
V00385,3,17/07/2025,P059,T005,C0738,CH02,E000,MP03,8,318.75,135.42
V00386,1,27/08/2023,P004,T009,C0395,CH01,E064,MP02,9,163.09,93.63
V00386,2,27/08/2023,P053,T001,C0928,CH01,E000,MP02,5,438.94,289.53
V00387,1,18/04/2025,P040,T021,C0304,CH02,E000,MP02,2,327.55,242.32
V00387,2,18/04/2025,P004,T013,C0784,CH02,E000,MP02,4,84.6,56.52
V00387,3,18/04/2025,P128,T013,C0938,CH02,E000,MP02,5,490.88,196.72
V00387,4,18/04/2025,P019,T010,C0882,CH02,E000,MP02,2,176.58,85.68
V00388,1,13/04/2024,P027,T009,C0436,CH01,E064,MP02,4,302.02,247.93
V00388,2,13/04/2024,P054,T005,C0940,CH01,E077,MP02,4,257.38,123.55
V00388,3,13/04/2024,P078,T013,C0928,CH01,E060,MP02,4,283.57,116.19
V00389,1,27/02/2023,P115,T021,C0154,CH02,E000,MP02,2,68.44,29.39
V00389,2,27/02/2023,P083,T013,C0784,CH02,E000,MP02,7,141.82,111.17
V00389,3,27/02/2023,P019,T010,C0002,CH02,E000,MP02,2,104.92,50.73
V00389,4,27/02/2023,P011,T005,C0940,CH02,E000,MP02,6,412.91,185.4
V00390,1,27/08/2024,P002,T001,C0395,CH01,E060,MP02,10,262.77,192.67
V00391,1,13/11/2023,P016,T021,C0465,CH03,E000,MP02,2,411.0,184.2
V00391,2,13/11/2023,P002,T021,C0988,CH03,E000,MP02,2,390.3,239.63
V00391,3,13/11/2023,P027,T001,C0660,CH03,E000,MP02,10,93.87,66.74
V00392,1,06/12/2023,P054,T010,C0928,CH01,E054,MP01,9,153.68,105.24
V00393,1,12/03/2023,P046,T010,C0154,CH03,E000,MP03,2,134.27,79.28
V00393,2,12/03/2023,P048,T010,C0184,CH03,E000,MP03,5,405.59,269.37
V00393,3,12/03/2023,P053,T005,C0528,CH03,E000,MP03,9,227.12,142.59
V00393,4,12/03/2023,P062,T005,C0096,CH03,E000,MP03,4,478.91,286.31
V00394,1,20/01/2024,P117,T009,C0738,CH01,E012,MP02,10,205.86,101.5
V00394,2,20/01/2024,P012,T009,C0784,CH01,E012,MP02,9,444.23,254.61
V00395,1,19/01/2026,P126,T009,C0865,CH02,E000,MP03,9,413.83,252.0
V00396,1,30/04/2025,P046,T013,C0928,CH01,E059,MP02,10,612.75,258.5
V00397,1,15/06/2023,P083,T005,C0928,CH02,E000,MP02,6,526.03,259.39
V00397,2,15/06/2023,P100,T001,C0988,CH02,E000,MP03,10,307.36,180.08
V00397,3,15/06/2023,P027,T021,C0436,CH02,E000,MP02,8,637.95,293.44
V00398,1,07/10/2024,P007,T001,C0940,CH01,E000,MP01,5,389.16,241.37
V00399,1,17/07/2023,P007,T009,C0046,CH01,E016,MP02,3,489.23,287.26
V00399,2,17/07/2023,P002,T009,C0882,CH01,E060,MP02,2,402.45,182.13
V00399,3,17/07/2023,P105,T009,C0738,CH01,E079,MP02,6,630.33,253.08
V00399,4,17/07/2023,P019,T009,C0096,CH01,E083,MP02,7,76.63,33.21
V00400,1,29/05/2023,P011,T010,C0562,CH01,E077,MP01,9,23.74,10.64
V00400,2,29/05/2023,P007,T001,C0982,CH01,E059,MP03,5,313.31,171.8
V00400,3,29/05/2023,P048,T013,C0881,CH01,E077,MP02,2,282.71,166.58
V00401,1,06/02/2026,P048,T010,C0041,CH02,E000,MP03,9,129.5,96.03
V00401,2,06/02/2026,P048,T001,C0465,CH02,E000,MP03,3,424.89,207.9
V00401,3,06/02/2026,P061,T001,C0184,CH02,E000,MP03,1,360.17,151.08
V00402,1,13/12/2023,P061,T001,C0658,CH01,E065,MP03,3,232.41,148.07
V00402,2,13/12/2023,P054,T021,C0044,CH01,E000,MP03,7,156.1,120.53
V00402,3,13/12/2023,P038,T005,C0973,CH01,E065,MP03,7,26.09,20.73
V00403,1,24/09/2025,P083,T009,C0781,CH01,E064,MP02,2,681.97,283.17
V00403,2,24/09/2025,P062,T009,C0436,CH01,E064,MP02,4,299.62,146.82
V00403,3,24/09/2025,P038,T009,C0708,CH01,E079,MP02,7,254.36,137.9
V00404,1,02/02/2025,P061,T021,C0212,CH03,E000,MP02,3,305.42,177.29
V00404,2,02/02/2025,P083,T009,C0579,CH03,E000,MP02,1,106.22,66.65
V00404,3,02/02/2025,P128,T013,C0465,CH03,E000,MP01,7,419.72,201.89
V00405,1,13/09/2023,P046,T013,C0041,CH01,E065,MP03,4,414.45,185.0
V00405,2,13/09/2023,P038,T013,C0512,CH01,E066,MP03,5,194.45,100.46
V00406,1,07/12/2023,P143,T013,C0154,CH02,E000,MP03,4,472.16,218.61
V00407,1,14/11/2023,P115,T021,C0881,CH01,E016,MP02,8,270.42,201.33
V00408,1,14/08/2023,P062,T013,C0562,CH01,E012,MP03,5,90.62,61.32
V00409,1,06/02/2024,P019,T013,C0512,CH01,E064,MP01,9,91.7,40.17
V00409,2,06/02/2024,P019,T005,C0658,CH01,E072,MP01,10,212.95,149.37
V00410,1,23/01/2023,P054,T013,C0708,CH01,E017,MP02,1,506.83,237.66
V00410,2,23/01/2023,P106,T021,C0395,CH01,E017,MP02,6,164.72,91.28
V00411,1,08/02/2023,P103,T009,C0494,CH02,E000,MP02,9,271.47,163.94
V00411,2,08/02/2023,P126,T009,C0494,CH02,E000,MP02,7,45.9,24.45
V00412,1,01/04/2025,P062,T021,C0928,CH02,E000,MP03,5,648.65,276.91
V00412,2,01/04/2025,P100,T001,C0928,CH02,E000,MP03,1,243.32,175.35
V00413,1,17/02/2024,P100,T021,C0738,CH02,E000,MP02,7,301.12,135.81
V00414,1,28/02/2023,P126,T013,C0046,CH02,E000,MP01,6,459.62,225.88
V00414,2,28/02/2023,P004,T005,C0115,CH02,E000,MP01,9,236.17,115.68
V00414,3,28/02/2023,P016,T009,C0784,CH02,E000,MP03,5,492.83,270.33
V00415,1,25/05/2025,P126,T001,C0154,CH02,E000,MP03,7,353.68,259.7
V00415,2,25/05/2025,P117,T005,C0562,CH02,E000,MP03,6,245.04,130.47
V00416,1,26/03/2023,P048,T009,C0212,CH02,E000,MP01,2,139.37,84.21
V00416,2,26/03/2023,P076,T009,C0801,CH02,E000,MP01,8,261.56,188.2
V00417,1,17/10/2025,P082,T010,C0801,CH02,E000,MP03,9,129.91,70.51
V00417,2,17/10/2025,P123,T013,C0881,CH02,E000,MP03,1,170.48,127.98
V00417,3,17/10/2025,P083,T013,C0512,CH02,E000,MP03,8,368.66,282.72
V00418,1,02/07/2025,P059,T005,C0002,CH01,E077,MP02,1,105.64,52.9
V00418,2,02/07/2025,P007,T005,C0881,CH01,E072,MP02,3,116.63,78.46
V00419,1,04/10/2025,P100,T001,C0865,CH02,E000,MP03,9,256.1,196.36
V00419,2,04/10/2025,P007,T009,C0928,CH02,E000,MP01,5,107.24,83.25
V00419,3,04/10/2025,P106,T005,C0184,CH02,E000,MP01,5,399.58,187.33
V00420,1,26/09/2023,P059,T010,C0304,CH03,E000,MP01,5,290.69,162.81
V00421,1,28/05/2025,P105,T005,C0562,CH02,E000,MP03,8,269.91,142.41
V00421,2,28/05/2025,P053,T021,C0041,CH02,E000,MP03,8,235.55,117.34
V00422,1,23/06/2025,P007,T001,C0395,CH03,E000,MP01,3,46.17,30.69
V00422,2,23/06/2025,P078,T005,C0184,CH03,E000,MP01,8,475.25,232.86
V00423,1,15/08/2025,P082,T021,C0660,CH02,E000,MP02,3,386.92,212.55
V00424,1,13/06/2024,P076,T021,C0304,CH01,E064,MP03,3,166.67,94.82
V00424,2,13/06/2024,P117,T010,C0044,CH01,E064,MP03,9,333.44,147.74
V00425,1,06/03/2023,P105,T010,C0494,CH02,E000,MP03,9,37.86,25.71
V00425,2,06/03/2023,P103,T013,C0184,CH02,E000,MP03,5,162.01,68.0
V00425,3,06/03/2023,P106,T021,C0928,CH02,E000,MP03,8,176.95,74.11
V00425,4,06/03/2023,P100,T010,C0046,CH02,E000,MP03,1,125.1,101.37
V00426,1,05/02/2026,P007,T009,C0141,CH01,E070,MP02,10,458.74,221.96
V00427,1,01/01/2026,P062,T010,C0041,CH01,E046,MP01,10,295.36,194.85
V00428,1,16/07/2024,P046,T021,C0395,CH02,E000,MP01,3,415.5,222.24
V00429,1,09/03/2023,P002,T010,C0304,CH03,E000,MP01,7,431.28,226.33
V00429,2,09/03/2023,P040,T010,C0988,CH03,E000,MP01,10,254.64,186.32
V00429,3,09/03/2023,P004,T005,C0928,CH03,E000,MP01,8,368.77,232.84
V00430,1,25/09/2023,P048,T001,C0801,CH01,E007,MP02,9,221.7,129.15
V00431,1,16/02/2025,P019,T009,C0658,CH03,E000,MP02,1,449.1,197.19
V00431,2,16/02/2025,P062,T013,C0154,CH03,E000,MP02,7,264.06,140.41
V00432,1,09/04/2025,P054,T001,C0865,CH03,E000,MP01,6,236.13,155.92
V00433,1,15/03/2025,P105,T009,C0738,CH01,E015,MP01,2,191.98,151.15
V00433,2,15/03/2025,P004,T005,C0973,CH01,E070,MP01,9,390.0,205.88
V00434,1,11/05/2024,P004,T005,C0002,CH03,E000,MP03,6,234.62,98.01
V00435,1,17/07/2025,P007,T010,C0494,CH03,E000,MP01,2,300.58,136.31
V00435,2,17/07/2025,P040,T010,C0988,CH03,E000,MP01,4,18.82,9.51
V00435,3,17/07/2025,P027,T010,C0041,CH03,E000,MP03,2,168.85,114.6
V00435,4,17/07/2025,P002,T010,C0738,CH03,E000,MP02,5,208.99,93.7
V00436,1,16/07/2024,P016,T001,C0708,CH01,E032,MP03,8,134.76,63.84
V00436,2,16/07/2024,P083,T013,C0044,CH01,E017,MP03,7,389.06,196.9
V00436,3,16/07/2024,P103,T010,C0579,CH01,E004,MP03,1,275.39,184.4
V00437,1,20/04/2024,P007,T010,C0528,CH01,E007,MP03,2,329.9,251.97
V00437,2,20/04/2024,P103,T010,C0708,CH01,E007,MP03,2,405.99,230.96
V00438,1,07/08/2024,P007,T010,C0881,CH01,E004,MP03,6,556.27,243.8
V00438,2,07/08/2024,P007,T005,C0046,CH01,E065,MP03,6,113.99,54.95
V00438,3,07/08/2024,P048,T021,C0579,CH01,E016,MP03,10,412.96,192.61
V00438,4,07/08/2024,P053,T005,C0528,CH01,E070,MP03,2,389.97,225.33
V00439,1,19/05/2024,P117,T001,C0002,CH03,E000,MP01,3,524.3,291.44
V00439,2,19/05/2024,P082,T001,C0781,CH03,E000,MP01,6,342.37,243.07
V00439,3,19/05/2024,P103,T001,C0115,CH03,E000,MP01,5,149.37,73.93
V00439,4,19/05/2024,P115,T001,C0928,CH03,E000,MP01,1,343.96,191.4
V00440,1,25/05/2024,P082,T009,C0738,CH02,E000,MP03,5,518.04,282.77
V00440,2,25/05/2024,P040,T010,C0579,CH02,E000,MP03,4,559.19,250.67
V00440,3,25/05/2024,P002,T013,C0528,CH02,E000,MP03,8,487.86,246.71
V00441,1,09/12/2023,P115,T013,C0436,CH01,E066,MP03,3,93.49,68.79
V00441,2,09/12/2023,P105,T009,C0002,CH01,E077,MP03,10,140.43,76.7
V00442,1,05/07/2025,P083,T009,C0988,CH03,E000,MP01,6,688.32,298.67
V00442,2,05/07/2025,P053,T010,C0988,CH03,E000,MP01,9,198.45,82.69
V00442,3,05/07/2025,P011,T005,C0988,CH03,E000,MP01,2,584.07,296.42
V00442,4,05/07/2025,P117,T021,C0988,CH03,E000,MP01,4,506.45,260.16
V00443,1,11/10/2025,P123,T010,C0881,CH02,E000,MP03,9,560.31,268.67
V00444,1,30/12/2024,P012,T021,C0881,CH03,E000,MP02,5,670.73,283.19
V00445,1,25/08/2023,P082,T001,C0141,CH01,E079,MP03,3,364.17,255.89
V00445,2,25/08/2023,P061,T001,C0304,CH01,E046,MP03,3,379.3,215.62
V00445,3,25/08/2023,P076,T001,C0044,CH01,E077,MP03,9,320.36,134.36
V00446,1,30/01/2023,P117,T010,C0184,CH03,E000,MP03,2,188.19,124.25
V00446,2,30/01/2023,P103,T013,C0579,CH03,E000,MP03,1,369.4,148.88
V00447,1,02/05/2025,P027,T010,C0154,CH02,E000,MP02,1,153.65,118.93
V00447,2,02/05/2025,P143,T005,C0154,CH02,E000,MP02,10,559.56,230.17
V00447,3,02/05/2025,P082,T013,C0784,CH02,E000,MP02,6,50.45,38.66
V00447,4,02/05/2025,P007,T013,C0928,CH02,E000,MP02,3,160.3,65.46
V00448,1,11/12/2024,P062,T010,C0096,CH03,E000,MP01,5,586.92,243.76
V00448,2,11/12/2024,P054,T013,C0801,CH03,E000,MP01,6,111.83,46.64
V00448,3,11/12/2024,P062,T001,C0660,CH03,E000,MP03,4,328.24,141.3
V00448,4,11/12/2024,P123,T021,C0096,CH03,E000,MP02,9,352.49,155.03
V00449,1,29/10/2025,P011,T013,C0881,CH03,E000,MP03,9,504.2,248.92
V00449,2,29/10/2025,P007,T005,C0658,CH03,E000,MP01,8,578.83,295.38
V00449,3,29/10/2025,P103,T009,C0973,CH03,E000,MP01,2,565.1,239.04
V00450,1,07/12/2023,P053,T021,C0141,CH03,E000,MP03,5,291.37,189.8
V00451,1,15/10/2025,P011,T010,C0928,CH03,E000,MP01,1,74.46,30.58
V00451,2,15/10/2025,P053,T010,C0658,CH03,E000,MP02,8,575.54,297.32
V00451,3,15/10/2025,P040,T010,C0781,CH03,E000,MP03,9,513.45,272.47
V00452,1,12/09/2023,P062,T001,C0141,CH01,E032,MP03,4,322.21,130.26
V00453,1,11/08/2024,P100,T005,C0882,CH03,E000,MP02,9,268.73,213.66
V00453,2,11/08/2024,P123,T010,C0988,CH03,E000,MP03,7,428.49,261.04
V00453,3,11/08/2024,P002,T009,C0660,CH03,E000,MP01,6,117.84,84.79
V00454,1,27/03/2024,P007,T009,C0882,CH03,E000,MP03,5,316.76,169.76
V00454,2,27/03/2024,P115,T001,C0882,CH03,E000,MP01,7,180.06,114.98
V00454,3,27/03/2024,P117,T010,C0882,CH03,E000,MP03,9,179.72,88.01
V00455,1,19/04/2023,P083,T009,C0512,CH01,E054,MP03,4,447.16,234.97
V00455,2,19/04/2023,P083,T009,C0494,CH01,E017,MP03,8,472.68,201.99
V00455,3,19/04/2023,P143,T009,C0708,CH01,E054,MP03,4,496.49,236.88
V00456,1,12/10/2023,P128,T009,C0928,CH02,E000,MP01,2,46.63,19.26
V00457,1,08/12/2025,P083,T021,C0395,CH03,E000,MP03,3,466.04,250.69
V00458,1,27/05/2025,P103,T001,C0988,CH03,E000,MP01,4,325.14,233.0
V00458,2,27/05/2025,P126,T021,C0304,CH03,E000,MP03,2,106.22,65.49
V00458,3,27/05/2025,P038,T005,C0658,CH03,E000,MP02,5,358.82,180.4
V00458,4,27/05/2025,P143,T013,C0928,CH03,E000,MP03,9,502.13,287.24
V00459,1,24/04/2025,P054,T009,C0988,CH02,E000,MP01,9,141.36,107.57
V00459,2,24/04/2025,P053,T009,C0882,CH02,E000,MP02,1,302.68,170.78
V00459,3,24/04/2025,P053,T009,C0562,CH02,E000,MP01,3,423.61,245.31
V00460,1,15/01/2026,P143,T005,C0882,CH03,E000,MP02,3,577.97,238.58
V00460,2,15/01/2026,P046,T005,C0579,CH03,E000,MP02,5,292.86,231.82
V00461,1,22/02/2025,P078,T013,C0154,CH02,E000,MP01,3,143.91,85.49
V00461,2,22/02/2025,P100,T009,C0141,CH02,E000,MP01,3,207.71,155.01
V00462,1,17/01/2026,P100,T005,C0881,CH01,E064,MP01,10,314.19,232.6
V00462,2,17/01/2026,P123,T010,C0982,CH01,E072,MP01,1,163.16,65.96
V00462,3,17/01/2026,P054,T001,C0928,CH01,E004,MP01,4,28.6,12.16
V00463,1,10/09/2025,P078,T005,C0781,CH03,E000,MP03,7,283.9,124.22
V00463,2,10/09/2025,P105,T013,C0512,CH03,E000,MP03,7,248.83,130.04
V00463,3,10/09/2025,P082,T005,C0002,CH03,E000,MP03,8,332.31,246.04
V00464,1,28/05/2024,P054,T010,C0982,CH02,E000,MP03,3,233.77,145.88
V00465,1,31/10/2024,P040,T010,C0658,CH03,E000,MP03,1,499.77,218.68
V00465,2,31/10/2024,P103,T013,C0002,CH03,E000,MP03,4,662.95,291.3
V00465,3,31/10/2024,P082,T013,C0154,CH03,E000,MP03,10,105.91,45.96
V00466,1,12/01/2025,P123,T009,C0882,CH01,E032,MP02,10,118.24,60.4
V00467,1,20/09/2025,P054,T010,C0041,CH02,E000,MP01,5,435.34,235.66
V00468,1,25/08/2023,P115,T010,C0938,CH03,E000,MP03,10,251.54,183.42
V00468,2,25/08/2023,P038,T021,C0465,CH03,E000,MP03,7,188.57,91.29
V00468,3,25/08/2023,P038,T009,C0781,CH03,E000,MP03,8,320.58,145.77
V00468,4,25/08/2023,P048,T010,C0658,CH03,E000,MP03,1,494.75,251.92
V00469,1,11/06/2025,P053,T021,C0395,CH02,E000,MP03,7,199.53,85.3
V00469,2,11/06/2025,P105,T021,C0660,CH02,E000,MP03,3,519.29,248.73
V00470,1,12/05/2024,P019,T013,C0096,CH01,E007,MP03,10,94.42,54.95
V00470,2,12/05/2024,P123,T005,C0096,CH01,E004,MP01,9,394.51,163.27
V00470,3,12/05/2024,P048,T009,C0096,CH01,E054,MP02,1,546.39,239.16
V00470,4,12/05/2024,P011,T013,C0096,CH01,E079,MP01,4,50.12,33.99
V00471,1,12/05/2023,P115,T010,C0940,CH01,E012,MP01,2,164.37,93.09
V00471,2,12/05/2023,P115,T005,C0528,CH01,E012,MP01,7,422.07,296.01
V00471,3,12/05/2023,P048,T021,C0395,CH01,E012,MP01,6,440.1,180.21
V00471,4,12/05/2023,P054,T005,C0928,CH01,E012,MP01,2,270.32,209.78
V00472,1,18/12/2025,P053,T021,C0096,CH03,E000,MP02,1,300.05,128.21
V00472,2,18/12/2025,P078,T010,C0096,CH03,E000,MP03,9,474.86,252.96
V00472,3,18/12/2025,P106,T005,C0436,CH03,E000,MP02,1,374.79,206.02
V00472,4,18/12/2025,P076,T013,C0115,CH03,E000,MP01,1,164.68,112.68
V00473,1,25/05/2023,P078,T001,C0973,CH02,E000,MP01,7,178.2,72.33
V00473,2,25/05/2023,P117,T005,C0928,CH02,E000,MP01,9,272.8,221.43
V00473,3,25/05/2023,P011,T009,C0528,CH02,E000,MP01,1,397.87,246.06
V00473,4,25/05/2023,P054,T021,C0046,CH02,E000,MP01,3,341.39,175.32
V00474,1,03/12/2025,P100,T013,C0988,CH03,E000,MP02,6,499.45,250.1
V00474,2,03/12/2025,P038,T013,C0154,CH03,E000,MP03,7,164.61,105.13
V00475,1,15/11/2024,P083,T013,C0881,CH02,E000,MP01,5,110.42,53.57
V00476,1,17/02/2026,P040,T001,C0988,CH03,E000,MP02,2,112.96,71.41
V00476,2,17/02/2026,P062,T001,C0988,CH03,E000,MP02,7,127.11,100.28
V00476,3,17/02/2026,P054,T001,C0988,CH03,E000,MP02,6,61.43,38.77
V00476,4,17/02/2026,P046,T001,C0988,CH03,E000,MP02,3,434.06,214.82
V00477,1,17/06/2023,P007,T013,C0465,CH01,E017,MP03,7,384.29,213.78
V00478,1,07/10/2024,P117,T001,C0988,CH03,E000,MP03,5,210.13,140.59
V00478,2,07/10/2024,P038,T005,C0660,CH03,E000,MP03,2,188.13,82.75
V00478,3,07/10/2024,P012,T013,C0465,CH03,E000,MP03,6,340.49,282.19
V00478,4,07/10/2024,P100,T013,C0395,CH03,E000,MP03,2,118.0,53.03
V00479,1,28/07/2025,P061,T013,C0973,CH02,E000,MP01,8,187.68,108.49
V00479,2,28/07/2025,P002,T010,C0044,CH02,E000,MP01,8,661.68,289.2
V00479,3,28/07/2025,P054,T013,C0738,CH02,E000,MP01,7,291.01,119.67
V00479,4,28/07/2025,P143,T021,C0002,CH02,E000,MP01,3,396.63,165.55
V00480,1,13/02/2025,P117,T005,C0882,CH02,E000,MP02,8,545.93,237.12
V00480,2,13/02/2025,P061,T005,C0528,CH02,E000,MP02,5,417.7,251.24
V00481,1,12/10/2024,P117,T010,C0579,CH01,E079,MP01,10,68.4,52.52
V00482,1,15/02/2024,P117,T005,C0512,CH03,E000,MP02,1,77.64,33.8
V00483,1,22/10/2025,P106,T009,C0784,CH02,E000,MP03,10,121.91,56.38
V00484,1,22/11/2024,P053,T005,C0512,CH03,E000,MP01,9,38.17,18.31
V00484,2,22/11/2024,P038,T021,C0940,CH03,E000,MP01,8,621.8,295.11
V00485,1,05/04/2025,P083,T010,C0465,CH03,E000,MP02,8,629.54,297.35
V00485,2,05/04/2025,P002,T001,C0002,CH03,E000,MP02,6,361.93,281.76
V00485,3,05/04/2025,P128,T005,C0002,CH03,E000,MP02,8,332.8,144.89
V00485,4,05/04/2025,P007,T001,C0115,CH03,E000,MP02,7,257.95,123.76
V00486,1,18/01/2026,P054,T009,C0973,CH01,E046,MP03,10,471.8,237.73
V00486,2,18/01/2026,P062,T009,C0928,CH01,E065,MP03,4,158.51,71.93
V00487,1,21/11/2025,P059,T013,C0658,CH03,E000,MP02,2,94.19,68.92
V00487,2,21/11/2025,P011,T010,C0044,CH03,E000,MP02,4,293.6,136.16
V00487,3,21/11/2025,P004,T001,C0046,CH03,E000,MP02,10,285.06,185.66
V00488,1,05/12/2023,P115,T010,C0801,CH03,E000,MP02,8,470.89,215.39
V00488,2,05/12/2023,P059,T001,C0801,CH03,E000,MP02,6,620.82,250.52
V00489,1,09/09/2025,P038,T010,C0940,CH01,E065,MP03,6,220.26,112.46
V00489,2,09/09/2025,P062,T010,C0562,CH01,E015,MP03,6,88.53,38.04
V00490,1,05/07/2024,P078,T001,C0938,CH01,E054,MP02,2,91.36,64.72
V00490,2,05/07/2024,P059,T021,C0041,CH01,E083,MP02,1,444.08,205.69
V00490,3,05/07/2024,P123,T021,C0882,CH01,E016,MP02,5,497.46,219.82
V00490,4,05/07/2024,P019,T021,C0044,CH01,E000,MP02,8,197.38,137.99
V00491,1,12/03/2024,P105,T005,C0184,CH01,E015,MP02,9,310.06,179.5
V00491,2,12/03/2024,P143,T021,C0395,CH01,E015,MP02,8,626.04,250.96
V00492,1,29/08/2024,P123,T013,C0528,CH03,E000,MP02,10,438.92,206.26
V00493,1,16/10/2024,P128,T021,C0660,CH03,E000,MP02,3,122.61,53.06
V00493,2,16/10/2024,P016,T013,C0141,CH03,E000,MP02,6,115.2,58.33
V00493,3,16/10/2024,P100,T013,C0658,CH03,E000,MP02,8,107.51,58.37
V00494,1,06/11/2025,P027,T021,C0046,CH03,E000,MP01,8,479.89,297.25
V00494,2,06/11/2025,P082,T001,C0212,CH03,E000,MP01,8,28.99,22.41
V00495,1,13/05/2023,P046,T005,C0141,CH03,E000,MP01,1,418.08,174.74
V00496,1,08/09/2024,P083,T001,C0184,CH03,E000,MP01,5,393.81,276.0
V00496,2,08/09/2024,P012,T010,C0738,CH03,E000,MP01,8,583.13,236.76
V00497,1,26/07/2024,P038,T010,C0562,CH01,E065,MP02,1,433.17,236.38
V00497,2,26/07/2024,P123,T010,C0738,CH01,E016,MP02,1,564.9,281.8
V00497,3,26/07/2024,P061,T010,C0882,CH01,E066,MP02,3,249.17,177.08
V00498,1,14/11/2023,P115,T001,C0982,CH02,E000,MP02,9,60.9,44.19
V00498,2,14/11/2023,P076,T001,C0982,CH02,E000,MP02,7,75.36,59.86
V00498,3,14/11/2023,P059,T021,C0115,CH02,E000,MP02,8,166.8,77.86
V00498,4,14/11/2023,P062,T001,C0141,CH02,E000,MP02,3,680.13,291.67
V00499,1,13/05/2025,P016,T001,C0096,CH02,E000,MP01,6,84.38,55.46
V00500,1,07/07/2023,P126,T021,C0988,CH02,E000,MP01,7,146.94,92.89
V00500,2,07/07/2023,P123,T005,C0046,CH02,E000,MP01,2,241.69,102.13
V00500,3,07/07/2023,P046,T001,C0494,CH02,E000,MP01,7,81.04,33.9
V00500,4,07/07/2023,P143,T009,C0784,CH02,E000,MP01,6,161.41,74.48
V00501,1,16/08/2024,P027,T009,C0002,CH01,E032,MP01,2,279.35,201.38
V00502,1,22/06/2024,P061,T009,C0141,CH03,E000,MP03,8,531.26,261.01
V00502,2,22/06/2024,P002,T009,C0096,CH03,E000,MP03,5,317.39,132.82
V00502,3,22/06/2024,P061,T009,C0881,CH03,E000,MP03,7,398.55,231.03
V00503,1,17/11/2025,P103,T013,C0046,CH02,E000,MP01,3,154.16,102.0
V00503,2,17/11/2025,P046,T001,C0781,CH02,E000,MP01,2,167.43,112.83
V00503,3,17/11/2025,P106,T010,C0002,CH02,E000,MP01,9,228.63,102.97
V00504,1,15/03/2023,P004,T013,C0881,CH02,E000,MP02,8,435.55,265.08
V00504,2,15/03/2023,P038,T013,C0658,CH02,E000,MP03,6,196.98,157.32
V00505,1,12/07/2023,P115,T010,C0738,CH01,E066,MP03,6,391.85,227.48
V00505,2,12/07/2023,P082,T005,C0881,CH01,E004,MP03,10,280.14,134.31
V00505,3,12/07/2023,P012,T005,C0512,CH01,E059,MP03,2,48.4,37.02
V00505,4,12/07/2023,P062,T013,C0528,CH01,E079,MP03,8,114.78,85.29
V00506,1,20/02/2026,P062,T013,C0002,CH03,E000,MP01,6,506.55,209.23
V00507,1,06/07/2023,P078,T009,C0801,CH01,E079,MP03,6,264.89,136.58
V00507,2,06/07/2023,P083,T010,C0708,CH01,E060,MP03,4,279.44,163.42
V00508,1,07/07/2024,P076,T010,C0494,CH02,E000,MP02,4,52.43,41.63
V00508,2,07/07/2024,P105,T010,C0881,CH02,E000,MP02,8,337.51,135.08
V00508,3,07/07/2024,P059,T010,C0041,CH02,E000,MP02,5,14.11,10.14
V00509,1,29/04/2023,P061,T005,C0465,CH01,E072,MP03,10,273.63,226.04
V00510,1,13/09/2023,P078,T001,C0002,CH03,E000,MP01,2,251.03,208.62
V00510,2,13/09/2023,P004,T021,C0141,CH03,E000,MP02,2,80.43,40.52
V00510,3,13/09/2023,P038,T013,C0579,CH03,E000,MP02,2,359.64,185.54
V00510,4,13/09/2023,P143,T001,C0304,CH03,E000,MP02,9,61.77,27.44
V00511,1,06/08/2024,P040,T005,C0708,CH03,E000,MP01,7,73.33,44.92
V00511,2,06/08/2024,P040,T005,C0579,CH03,E000,MP02,10,332.88,237.2
V00511,3,06/08/2024,P076,T005,C0982,CH03,E000,MP01,7,136.2,69.55
V00512,1,15/03/2023,P061,T021,C0494,CH01,E064,MP03,1,236.86,132.82
V00512,2,15/03/2023,P115,T009,C0465,CH01,E065,MP03,4,255.41,125.78
V00513,1,08/02/2024,P106,T001,C0781,CH01,E066,MP01,6,324.03,161.76
V00513,2,08/02/2024,P117,T001,C0781,CH01,E054,MP02,3,388.45,283.25
V00513,3,08/02/2024,P040,T010,C0781,CH01,E007,MP03,2,471.67,197.56
V00514,1,27/06/2025,P054,T001,C0784,CH02,E000,MP01,3,263.67,133.15
V00514,2,27/06/2025,P053,T013,C0738,CH02,E000,MP01,9,249.02,100.36
V00514,3,27/06/2025,P012,T001,C0579,CH02,E000,MP01,6,164.88,106.41
V00514,4,27/06/2025,P100,T001,C0041,CH02,E000,MP01,5,607.27,246.11
V00515,1,21/03/2025,P048,T005,C0002,CH03,E000,MP03,7,668.56,292.34
